ciclo,lote,uf,veiculo,data,distancia_percorrida
ciclo 4,1,MS,QXH-5198,2023-07-01,"193,0"
ciclo 4,1,MS,QXH-5198,2023-07-02,"111,0"
ciclo 4,1,MS,QXH-5198,2023-07-03,"69,0"
ciclo 4,1,MS,QXH-5198,2023-07-04,"47,0"
ciclo 4,1,MS,QXH-5198,2023-07-05,"102,0"
ciclo 4,1,MS,QXH-5198,2023-07-06,"12,0"
ciclo 4,1,MS,QXH-5198,2023-07-07,"99,0"
ciclo 4,1,MS,QXH-5198,2023-07-08,"112,0"
ciclo 4,1,MS,QXH-5198,2023-07-09,"119,0"
ciclo 4,1,MS,QXH-5198,2023-07-10,"121,0"
ciclo 4,1,MS,QXH-5198,2023-07-15,"95,0"
ciclo 4,1,MS,QXH-5198,2023-07-16,"143,0"
ciclo 4,1,MS,QXH-5198,2023-07-17,"86,0"
ciclo 4,1,MS,QXH-5198,2023-07-18,"145,0"
ciclo 4,1,MS,QXH-5198,2023-07-19,"92,0"
ciclo 4,1,MT,QXH-5198,2023-05-28,"166,0"
ciclo 4,1,MT,QXH-5198,2023-05-29,"146,0"
ciclo 4,1,MT,QXH-5198,2023-05-30,"96,0"
ciclo 4,1,MT,QXH-5198,2023-05-31,"145,0"
ciclo 4,1,MT,QXH-5198,2023-06-01,"18,0"
ciclo 4,1,MT,QXH-5198,2023-06-03,"17,0"
ciclo 4,1,MT,QXH-5198,2023-06-04,"183,0"
ciclo 4,1,MT,QXH-5198,2023-06-05,"4,0"
ciclo 4,1,MT,QXH-5198,2023-08-08,"148,0"
ciclo 4,1,MT,QXH-5198,2023-08-09,"132,0"
ciclo 4,1,MT,QXH-5198,2023-08-10,"156,0"
ciclo 4,1,MT,QXH-5198,2023-08-11,"63,0"
ciclo 4,1,MT,QXH-5198,2023-08-12,"154,0"
ciclo 4,1,MT,QXH-5198,2023-08-13,"36,0"
ciclo 4,1,MT,QXH-5198,2023-09-11,"141,0"
ciclo 4,1,MT,QXH-5198,2023-09-13,"104,0"
ciclo 4,1,MT,QXH-5198,2023-09-14,"68,0"
ciclo 4,1,MT,QXH-5198,2023-09-15,"232,0"
ciclo 4,1,MT,QXH-5198,2023-09-16,"186,0"
ciclo 4,1,MT,QXH-5198,2023-09-17,"184,0"
ciclo 4,1,MT,QXH-5198,2023-09-18,"119,0"
ciclo 4,1,MT,QXH-5198,2023-09-19,"53,0"
ciclo 4,1,MT,QXH-5198,2023-09-20,"188,0"
ciclo 4,1,MT,QXH-5198,2023-09-21,"191,0"
ciclo 4,1,MT,QXH-5198,2023-09-22,"171,0"
ciclo 4,1,MT,QXH-5198,2023-09-23,"210,0"
ciclo 4,1,MT,QXH-5198,2023-09-24,"48,0"
ciclo 4,1,MT,QXH-5198,2023-09-25,"16,0"
ciclo 4,1,MT,QXH-5198,2023-09-28,"33,0"
ciclo 4,1,MT,QXH-5198,2023-09-29,"165,0"
ciclo 4,1,MT,QXH-5198,2023-09-30,"9,0"
ciclo 4,1,PA,QXH-5198,2023-05-31,"0,0"
ciclo 4,1,PA,QXH-5198,2023-08-13,"121,0"
ciclo 4,1,PA,QXH-5198,2023-08-14,"168,0"
ciclo 4,1,PA,QXH-5198,2023-08-15,"247,0"
ciclo 4,1,PA,QXH-5198,2023-08-16,"95,0"
ciclo 4,1,PA,QXH-5198,2023-08-17,"111,0"
ciclo 4,1,PA,QXH-5198,2023-08-18,"223,0"
ciclo 4,1,PA,QXH-5198,2023-08-19,"89,0"
ciclo 4,1,PA,QXH-5198,2023-08-20,"158,0"
ciclo 4,1,PA,QXH-5198,2023-08-22,"10,0"
ciclo 4,1,PA,RFA-5H23,2023-05-31,"160,0"
ciclo 4,1,PA,RFA-5H23,2023-06-01,"136,0"
ciclo 4,1,PA,RFA-5H23,2023-06-02,"211,0"
ciclo 4,1,PA,RFA-5H23,2023-06-03,"146,0"
ciclo 4,1,PA,RFA-5H23,2023-06-04,"123,0"
ciclo 4,1,PA,RFA-5H23,2023-06-05,"163,0"
ciclo 4,1,PA,RFA-5H23,2023-06-06,"100,0"
ciclo 4,1,PA,RFA-5H23,2023-08-24,"87,0"
ciclo 4,1,RO,RFA-5H23,2023-08-04,"142,0"
ciclo 4,1,RO,RFA-5H23,2023-08-08,"131,0"
ciclo 4,1,RO,RFA-5H23,2023-08-18,"148,0"
ciclo 4,1,RO,RFA-5H23,2023-08-19,"210,0"
ciclo 4,1,RO,RFA-5H23,2023-08-20,"136,0"
ciclo 4,1,RO,RFA-5H23,2023-08-21,"113,0"
ciclo 4,1,RO,RFA-5H23,2023-08-22,"184,0"
ciclo 4,1,RO,RFA-5H23,2023-08-23,"201,0"
ciclo 4,1,RO,RFA-5H23,2023-08-24,"180,0"
ciclo 4,1,RO,RFA-5H23,2023-08-25,"265,0"
ciclo 4,1,RO,RFA-5H23,2023-08-26,"161,0"
ciclo 4,1,RO,RFA-5H23,2023-08-27,"82,0"
ciclo 4,1,RR,RFA-5H23,2023-07-17,"42,0"
ciclo 4,1,RR,RFA-5H23,2023-07-18,"140,0"
ciclo 4,1,RR,RFA-5H23,2023-07-19,"128,0"
ciclo 4,1,RR,RFA-5H23,2023-07-20,"191,0"
ciclo 4,1,RR,RFA-5H23,2023-07-21,"143,0"
ciclo 4,1,RR,RFA-5H23,2023-07-22,"86,0"
ciclo 4,1,RR,RFA-5H23,2023-07-23,"16,0"
ciclo 4,1,RR,RFA-5H23,2023-07-24,"106,0"
ciclo 4,1,RR,RFA-5H23,2023-07-25,"110,0"
ciclo 4,1,RR,RFA-5H23,2023-07-26,"52,0"
ciclo 4,1,RR,RFA-5H23,2023-07-27,"117,0"
ciclo 4,1,TO,RFA-5H23,2023-05-17,"41,0"
ciclo 4,1,TO,RFA-5H23,2023-05-18,"126,0"
ciclo 4,1,TO,RFA-5H23,2023-05-19,"168,0"
ciclo 4,1,TO,RFA-5H23,2023-05-20,"72,0"
ciclo 4,1,TO,RFA-5H23,2023-05-21,"94,0"
ciclo 4,1,TO,RFA-5H23,2023-05-22,"105,0"
ciclo 4,1,TO,RFA-5H23,2023-05-23,"33,0"
ciclo 4,1,TO,RFA-5H23,2023-05-24,"122,0"
ciclo 4,1,TO,RFA-5H23,2023-05-25,"162,0"
ciclo 4,1,TO,RFA-5H23,2023-05-26,"126,0"
ciclo 4,1,TO,RFA-5H23,2023-05-27,"130,0"
ciclo 4,1,TO,RFA-5H23,2023-05-28,"152,0"
ciclo 4,1,TO,RFA-5H23,2023-05-30,"157,0"
ciclo 4,1,TO,RFA-5H23,2023-05-31,"45,0"
ciclo 4,1,TO,RFA-5H23,2023-12-03,"9,0"
ciclo 4,1,TO,RFA-5H23,2023-12-04,"9,0"
ciclo 4,1,TO,RFA-5H23,2023-12-05,"50,0"
ciclo 4,2,AL,IZV6C04,2023-07-25,"41,0"
ciclo 4,2,AL,IZV6C04,2023-07-26,"186,0"
ciclo 4,2,AL,IZV6C04,2023-07-27,"167,0"
ciclo 4,2,AL,IZV6C04,2023-07-28,"102,0"
ciclo 4,2,AL,IZV6C04,2023-07-30,"194,0"
ciclo 4,2,AL,IZV6C04,2023-07-31,"81,0"
ciclo 4,2,AL,IZV6C04,2023-08-03,"153,0"
ciclo 4,2,AL,IZV6C04,2023-08-04,"28,0"
ciclo 4,2,BA,IZV6C04,2023-05-02,"123,0"
ciclo 4,2,BA,IZV6C04,2023-05-03,"98,0"
ciclo 4,2,BA,IZV6C04,2023-05-04,"77,0"
ciclo 4,2,BA,IZV6C04,2023-05-05,"83,0"
ciclo 4,2,BA,IZV6C04,2023-05-06,"74,0"
ciclo 4,2,BA,IZV6C04,2023-05-08,"53,0"
ciclo 4,2,BA,IZV6C04,2023-05-09,"28,0"
ciclo 4,2,BA,IZV6C04,2023-05-10,"255,0"
ciclo 4,2,BA,IZV6C04,2023-05-11,"350,0"
ciclo 4,2,BA,IZV6C04,2023-05-12,"140,0"
ciclo 4,2,BA,IZV6C04,2023-05-13,"220,0"
ciclo 4,2,BA,IZV6C04,2023-05-14,"87,0"
ciclo 4,2,BA,IZV6C04,2023-05-19,"170,0"
ciclo 4,2,BA,IZV6C04,2023-05-20,"169,0"
ciclo 4,2,BA,IZV6C04,2023-05-21,"162,0"
ciclo 4,2,BA,IZV6C04,2023-05-22,"232,0"
ciclo 4,2,BA,IZV6C04,2023-05-23,"282,0"
ciclo 4,2,BA,IZV6C04,2023-05-24,"154,0"
ciclo 4,2,BA,IZV6C04,2023-06-16,"151,0"
ciclo 4,2,BA,IZV6C04,2023-06-17,"70,0"
ciclo 4,2,BA,IZV6C04,2023-06-18,"1,0"
ciclo 4,2,BA,IZV6C04,2023-06-19,"174,0"
ciclo 4,2,BA,IZV6C04,2023-06-22,"57,0"
ciclo 4,2,BA,IZV6C04,2023-06-23,"112,0"
ciclo 4,2,BA,IZV6C04,2023-06-24,"166,0"
ciclo 4,2,BA,IZV6C04,2023-06-25,"52,0"
ciclo 4,2,BA,IZV6C04,2023-06-26,"44,0"
ciclo 4,2,BA,IZV6C04,2023-06-27,"216,0"
ciclo 4,2,BA,IZV6C04,2023-06-28,"84,0"
ciclo 4,2,BA,IZV6C04,2023-06-30,"245,0"
ciclo 4,2,BA,IZV6C04,2023-07-02,"124,0"
ciclo 4,2,BA,IZV6C04,2023-07-04,"35,0"
ciclo 4,2,BA,IZV6C04,2023-07-05,"75,0"
ciclo 4,2,BA,IZV6C04,2023-07-06,"149,0"
ciclo 4,2,BA,IZV6C04,2023-07-07,"164,0"
ciclo 4,2,BA,IZV6C04,2023-07-08,"158,0"
ciclo 4,2,BA,IZV6C04,2023-07-09,"228,0"
ciclo 4,2,BA,IZV6C04,2023-07-10,"47,0"
ciclo 4,2,BA,IZV6C04,2023-07-11,"231,0"
ciclo 4,2,BA,IZV6C04,2023-07-12,"162,0"
ciclo 4,2,BA,IZV6C04,2023-07-13,"172,0"
ciclo 4,2,BA,IZV6C04,2023-07-14,"231,0"
ciclo 4,2,BA,IZV6C04,2023-07-16,"3,0"
ciclo 4,2,CE,IYB0025,2023-05-14,"102,0"
ciclo 4,2,CE,IYB0025,2023-05-15,"112,0"
ciclo 4,2,CE,IYB0025,2023-05-16,"311,0"
ciclo 4,2,CE,IYB0025,2023-05-17,"191,0"
ciclo 4,2,CE,IYB0025,2023-05-18,"77,0"
ciclo 4,2,CE,IYB0025,2023-05-19,"253,0"
ciclo 4,2,CE,IYB0025,2023-05-20,"152,0"
ciclo 4,2,CE,IYB0025,2023-05-21,"150,0"
ciclo 4,2,CE,IYB0025,2023-05-22,"185,0"
ciclo 4,2,CE,IYB0025,2023-05-23,"139,0"
ciclo 4,2,CE,IYB0025,2023-05-24,"161,0"
ciclo 4,2,CE,IYB0025,2023-05-25,"17,0"
ciclo 4,2,CE,IYB0025,2023-05-26,"51,0"
ciclo 4,2,CE,IYB0025,2023-05-27,"302,0"
ciclo 4,2,MA,IYB0025,2023-06-21,"57,0"
ciclo 4,2,MA,IYB0025,2023-06-22,"290,0"
ciclo 4,2,MA,IYB0025,2023-06-23,"260,0"
ciclo 4,2,MA,IYB0025,2023-06-24,"249,0"
ciclo 4,2,MA,IYB0025,2023-06-26,"231,0"
ciclo 4,2,MA,IYB0025,2023-06-27,"206,0"
ciclo 4,2,MA,IYB0025,2023-06-28,"154,0"
ciclo 4,2,MA,IYB0025,2023-06-29,"240,0"
ciclo 4,2,MA,IYB0025,2023-06-30,"230,0"
ciclo 4,2,MA,IYB0025,2023-07-02,"47,0"
ciclo 4,2,MA,IYB0025,2023-07-15,"75,0"
ciclo 4,2,MA,IYB0025,2023-07-16,"185,0"
ciclo 4,2,MA,IYB0025,2023-07-17,"288,0"
ciclo 4,2,MA,IYB0025,2023-07-18,"96,0"
ciclo 4,2,MA,IYB0025,2023-07-19,"168,0"
ciclo 4,2,MA,IYB0025,2023-07-20,"272,0"
ciclo 4,2,MA,IYB0025,2023-07-21,"196,0"
ciclo 4,2,MA,IYB0025,2023-07-22,"34,0"
ciclo 4,2,PB,IZV6C04,2023-07-25,"193,0"
ciclo 4,2,PB,IZV6C04,2023-07-26,"212,0"
ciclo 4,2,PB,IZV6C04,2023-07-27,"211,0"
ciclo 4,2,PB,IZV6C04,2023-07-28,"114,0"
ciclo 4,2,PB,IZV6C04,2023-07-29,"131,0"
ciclo 4,2,PB,IZV6C04,2023-07-30,"113,0"
ciclo 4,2,PB,IZV6C04,2023-07-31,"123,0"
ciclo 4,2,PB,IZV6C04,2023-08-16,"44,0"
ciclo 4,2,PB,IZV6C04,2023-08-17,"156,0"
ciclo 4,2,PB,IZV6C04,2023-08-18,"22,0"
ciclo 4,2,PB,IZV6C04,2023-08-19,"50,0"
ciclo 4,2,PB,IZV6C04,2023-08-21,"239,0"
ciclo 4,2,PE,IZV6C04,2023-08-05,"98,0"
ciclo 4,2,PE,IZV6C04,2023-08-17,"86,0"
ciclo 4,2,PE,IZV6C04,2023-08-19,"45,0"
ciclo 4,2,PE,IZV6C04,2023-08-20,"93,0"
ciclo 4,2,PE,IZV6C04,2023-08-21,"183,0"
ciclo 4,2,PE,IZV6C04,2023-08-22,"332,0"
ciclo 4,2,PE,IZV6C04,2023-08-23,"399,0"
ciclo 4,2,PE,IZV6C04,2023-08-24,"142,0"
ciclo 4,2,PE,IZV6C04,2023-08-25,"504,0"
ciclo 4,2,PE,IZV6C04,2023-08-26,"388,0"
ciclo 4,2,PI,IYB0025,2023-05-29,"134,0"
ciclo 4,2,PI,IYB0025,2023-05-30,"19,0"
ciclo 4,2,PI,IYB0025,2023-05-31,"200,0"
ciclo 4,2,PI,IYB0025,2023-06-01,"238,0"
ciclo 4,2,PI,IYB0025,2023-06-02,"69,0"
ciclo 4,2,PI,IYB0025,2023-06-03,"213,0"
ciclo 4,2,PI,IYB0025,2023-06-04,"194,0"
ciclo 4,2,PI,IYB0025,2023-06-05,"211,0"
ciclo 4,2,PI,IYB0025,2023-06-06,"147,0"
ciclo 4,2,PI,IYB0025,2023-06-07,"164,0"
ciclo 4,2,PI,IYB0025,2023-06-08,"233,0"
ciclo 4,2,PI,IYB0025,2023-06-10,"304,0"
ciclo 4,2,PI,IYB0025,2023-06-11,"125,0"
ciclo 4,2,PI,IYB0025,2023-06-17,"13,0"
ciclo 4,2,PI,IYB0025,2023-06-18,"117,0"
ciclo 4,2,PI,IYB0025,2023-06-19,"10,0"
ciclo 4,2,PI,IYB0025,2023-06-20,"84,0"
ciclo 4,2,RN,IYB0025,2023-05-02,"146,0"
ciclo 4,2,RN,IYB0025,2023-05-03,"29,0"
ciclo 4,2,RN,IYB0025,2023-05-04,"181,0"
ciclo 4,2,RN,IYB0025,2023-05-05,"181,0"
ciclo 4,2,RN,IYB0025,2023-05-06,"167,0"
ciclo 4,2,RN,IYB0025,2023-05-07,"179,0"
ciclo 4,2,RN,IYB0025,2023-05-08,"172,0"
ciclo 4,2,RN,IYB0025,2023-05-09,"203,0"
ciclo 4,2,RN,IYB0025,2023-05-10,"198,0"
ciclo 4,2,RN,IYB0025,2023-05-11,"51,0"
ciclo 4,2,RN,IYB0025,2023-05-12,"124,0"
ciclo 4,2,SE,IZV6C04,2023-07-21,"68,0"
ciclo 4,2,SE,IZV6C04,2023-07-22,"105,0"
ciclo 4,2,SE,IZV6C04,2023-07-23,"128,0"
ciclo 4,2,SE,IZV6C04,2023-07-24,"81,0"
ciclo 4,3,ES,FWP-6G22,2023-05-22,"100,0"
ciclo 4,3,ES,FWP-6G22,2023-05-25,"92,0"
ciclo 4,3,ES,FWP-6G22,2023-05-26,"57,0"
ciclo 4,3,ES,FWP-6G22,2023-05-27,"48,0"
ciclo 4,3,ES,FWP-6G22,2023-06-01,"71,0"
ciclo 4,3,ES,FWP-6G22,2023-06-02,"12,0"
ciclo 4,3,ES,FWP-6G22,2023-06-03,"157,0"
ciclo 4,3,ES,FWP-6G22,2023-06-04,"30,0"
ciclo 4,3,ES,FWP-6G22,2023-09-06,"4,0"
ciclo 4,3,MG,FWP-6G22,2023-05-01,"6,0"
ciclo 4,3,MG,FWP-6G22,2023-05-06,"90,0"
ciclo 4,3,MG,FWP-6G22,2023-05-07,"12,0"
ciclo 4,3,MG,FWP-6G22,2023-05-09,"146,0"
ciclo 4,3,MG,FWP-6G22,2023-05-10,"77,0"
ciclo 4,3,MG,FWP-6G22,2023-05-13,"115,0"
ciclo 4,3,MG,FWP-6G22,2023-05-14,"273,0"
ciclo 4,3,MG,FWP-6G22,2023-05-15,"133,0"
ciclo 4,3,MG,FWP-6G22,2023-05-16,"200,0"
ciclo 4,3,MG,FWP-6G22,2023-05-17,"259,0"
ciclo 4,3,MG,FWP-6G22,2023-05-18,"147,0"
ciclo 4,3,MG,FWP-6G22,2023-05-19,"163,0"
ciclo 4,3,MG,FWP-6G22,2023-05-20,"141,0"
ciclo 4,3,MG,FWP-6G22,2023-05-21,"115,0"
ciclo 4,3,MG,FWP-6G22,2023-06-05,"77,0"
ciclo 4,3,MG,FWP-6G22,2023-06-08,"130,0"
ciclo 4,3,MG,FWP-6G22,2023-06-10,"185,0"
ciclo 4,3,MG,FWP-6G22,2023-06-21,"2,0"
ciclo 4,3,MG,FWP-6G22,2023-06-27,"69,0"
ciclo 4,3,MG,FWP-6G22,2023-06-30,"89,0"
ciclo 4,3,MG,FWP-6G22,2023-07-01,"173,0"
ciclo 4,3,MG,FWP-6G22,2023-07-02,"210,0"
ciclo 4,3,MG,FWP-6G22,2023-07-03,"73,0"
ciclo 4,3,MG,FWP-6G22,2023-07-04,"142,0"
ciclo 4,3,MG,FWP-6G22,2023-07-06,"17,0"
ciclo 4,3,MG,FWP-6G22,2023-07-08,"43,0"
ciclo 4,3,MG,FWP-6G22,2023-07-11,"87,0"
ciclo 4,3,MG,FWP-6G22,2023-07-12,"63,0"
ciclo 4,3,MG,FWP-6G22,2023-07-13,"83,0"
ciclo 4,3,MG,FWP-6G22,2023-07-14,"33,0"
ciclo 4,3,MG,FWP-6G22,2023-07-15,"7,0"
ciclo 4,3,MG,FWP-6G22,2023-07-16,"103,0"
ciclo 4,3,MG,FWP-6G22,2023-07-17,"159,0"
ciclo 4,3,MG,FWP-6G22,2023-07-18,"72,0"
ciclo 4,3,MG,FWP-6G22,2023-07-19,"55,0"
ciclo 4,3,MG,FWP-6G22,2023-07-21,"119,0"
ciclo 4,3,MG,FWP-6G22,2023-08-02,"60,0"
ciclo 4,3,MG,FWP-6G22,2023-08-03,"65,0"
ciclo 4,3,MG,FWP-6G22,2023-08-04,"112,0"
ciclo 4,3,MG,FWP-6G22,2023-08-05,"180,0"
ciclo 4,3,MG,FWP-6G22,2023-08-06,"83,0"
ciclo 4,3,MG,FWP-6G22,2023-08-08,"40,0"
ciclo 4,3,MG,FWP-6G22,2023-08-09,"113,0"
ciclo 4,3,MG,FWP-6G22,2023-08-10,"75,0"
ciclo 4,3,MG,FWP-6G22,2023-08-11,"203,0"
ciclo 4,3,MG,FWP-6G22,2023-08-12,"190,0"
ciclo 4,3,MG,FWP-6G22,2023-08-13,"156,0"
ciclo 4,3,MG,FWP-6G22,2023-08-14,"212,0"
ciclo 4,3,MG,FWP-6G22,2023-08-15,"110,0"
ciclo 4,3,MG,FWP-6G22,2023-08-16,"56,0"
ciclo 4,3,MG,FWP-6G22,2023-08-17,"125,0"
ciclo 4,3,MG,FWP-6G22,2023-08-18,"165,0"
ciclo 4,3,MG,FWP-6G22,2023-08-19,"92,0"
ciclo 4,3,MG,FWP-6G22,2023-08-30,"78,0"
ciclo 4,3,MG,FWP-6G22,2023-08-31,"67,0"
ciclo 4,3,MG,FWP-6G22,2023-09-01,"178,0"
ciclo 4,3,MG,FWP-6G22,2023-09-02,"191,0"
ciclo 4,3,MG,FWP-6G22,2023-09-03,"184,0"
ciclo 4,3,MG,FWP-6G22,2023-09-04,"169,0"
ciclo 4,3,MG,FWP-6G22,2023-09-05,"7,0"
ciclo 4,3,MG,FWP-6G22,2023-12-20,"6,0"
ciclo 4,3,PR,SDS-3G27,2023-05-18,"209,0"
ciclo 4,3,PR,SDS-3G27,2023-05-19,"209,0"
ciclo 4,3,PR,SDS-3G27,2023-05-20,"184,0"
ciclo 4,3,PR,SDS-3G27,2023-05-22,"169,0"
ciclo 4,3,PR,SDS-3G27,2023-05-23,"220,0"
ciclo 4,3,PR,SDS-3G27,2023-05-24,"66,0"
ciclo 4,3,PR,SDS-3G27,2023-05-25,"75,0"
ciclo 4,3,PR,SDS-3G27,2023-05-26,"264,0"
ciclo 4,3,PR,SDS-3G27,2023-05-27,"50,0"
ciclo 4,3,PR,SDS-3G27,2023-05-31,"60,0"
ciclo 4,3,PR,SDS-3G27,2023-06-01,"78,0"
ciclo 4,3,PR,SDS-3G27,2023-06-03,"146,0"
ciclo 4,3,PR,SDS-3G27,2023-06-04,"155,0"
ciclo 4,3,PR,SDS-3G27,2023-06-05,"167,0"
ciclo 4,3,PR,SDS-3G27,2023-06-06,"230,0"
ciclo 4,3,PR,SDS-3G27,2023-06-07,"83,0"
ciclo 4,3,PR,SDS-3G27,2023-06-08,"328,0"
ciclo 4,3,PR,SDS-3G27,2023-06-09,"22,0"
ciclo 4,3,PR,SDS-3G27,2023-06-10,"75,0"
ciclo 4,3,PR,SDS-3G27,2023-06-17,"138,0"
ciclo 4,3,PR,SDS-3G27,2023-06-18,"154,0"
ciclo 4,3,PR,SDS-3G27,2023-06-19,"194,0"
ciclo 4,3,PR,SDS-3G27,2023-06-20,"113,0"
ciclo 4,3,PR,SDS-3G27,2023-06-21,"188,0"
ciclo 4,3,PR,SDS-3G27,2023-06-25,"130,0"
ciclo 4,3,PR,SDS-3G27,2023-09-10,"211,0"
ciclo 4,3,PR,SDS-3G27,2023-09-11,"129,0"
ciclo 4,3,PR,SDS-3G27,2023-09-13,"106,0"
ciclo 4,3,PR,SDS-3G27,2023-09-14,"168,0"
ciclo 4,3,PR,SDS-3G27,2023-09-15,"134,0"
ciclo 4,3,RJ,FWP-6G22,2023-06-05,"30,0"
ciclo 4,3,RJ,FWP-6G22,2023-06-06,"147,0"
ciclo 4,3,RJ,FWP-6G22,2023-06-27,"34,0"
ciclo 4,3,RJ,FWP-6G22,2023-06-28,"194,0"
ciclo 4,3,RJ,FWP-6G22,2023-06-29,"67,0"
ciclo 4,3,RS,SDS-3G27,2023-06-26,"62,0"
ciclo 4,3,RS,SDS-3G27,2023-07-01,"40,0"
ciclo 4,3,RS,SDS-3G27,2023-07-03,"291,0"
ciclo 4,3,RS,SDS-3G27,2023-07-04,"177,0"
ciclo 4,3,RS,SDS-3G27,2023-07-05,"67,0"
ciclo 4,3,RS,SDS-3G27,2023-07-06,"325,0"
ciclo 4,3,RS,SDS-3G27,2023-07-08,"173,0"
ciclo 4,3,RS,SDS-3G27,2023-07-09,"370,0"
ciclo 4,3,RS,SDS-3G27,2023-07-10,"184,0"
ciclo 4,3,RS,SDS-3G27,2023-07-11,"344,0"
ciclo 4,3,RS,SDS-3G27,2023-07-17,"189,0"
ciclo 4,3,RS,SDS-3G27,2023-07-18,"154,0"
ciclo 4,3,RS,SDS-3G27,2023-07-19,"152,0"
ciclo 4,3,RS,SDS-3G27,2023-07-20,"100,0"
ciclo 4,3,RS,SDS-3G27,2023-07-21,"137,0"
ciclo 4,3,RS,SDS-3G27,2023-07-24,"85,0"
ciclo 4,3,RS,SDS-3G27,2023-08-06,"74,0"
ciclo 4,3,RS,SDS-3G27,2023-08-08,"70,0"
ciclo 4,3,RS,SDS-3G27,2023-08-13,"16,0"
ciclo 4,3,RS,SDS-3G27,2023-08-14,"133,0"
ciclo 4,3,RS,SDS-3G27,2023-08-15,"227,0"
ciclo 4,3,RS,SDS-3G27,2023-08-16,"0,0"
ciclo 4,3,RS,SDS-3G27,2023-08-17,"162,0"
ciclo 4,3,RS,SDS-3G27,2023-08-18,"57,0"
ciclo 4,3,RS,SDS-3G27,2023-08-19,"49,0"
ciclo 4,3,RS,SDS-3G27,2023-08-21,"205,0"
ciclo 4,3,RS,SDS-3G27,2023-08-22,"263,0"
ciclo 4,3,RS,SDS-3G27,2023-08-24,"134,0"
ciclo 4,3,RS,SDS-3G27,2023-08-25,"196,0"
ciclo 4,3,RS,SDS-3G27,2023-08-26,"216,0"
ciclo 4,3,RS,SDS-3G27,2023-08-27,"213,0"
ciclo 4,3,SC,FWP-6G22,2023-08-31,"3,0"
ciclo 4,3,SC,SDS-3G27,2023-06-21,"3,0"
ciclo 4,3,SC,SDS-3G27,2023-06-25,"58,0"
ciclo 4,3,SC,SDS-3G27,2023-06-26,"65,0"
ciclo 4,3,SC,SDS-3G27,2023-06-27,"231,0"
ciclo 4,3,SC,SDS-3G27,2023-06-28,"49,0"
ciclo 4,3,SC,SDS-3G27,2023-06-30,"72,0"
ciclo 4,3,SC,SDS-3G27,2023-07-01,"50,0"
ciclo 4,3,SC,SDS-3G27,2023-08-04,"65,0"
ciclo 4,3,SC,SDS-3G27,2023-08-05,"252,0"
ciclo 4,3,SC,SDS-3G27,2023-08-13,"7,0"
ciclo 4,3,SC,SDS-3G27,2023-08-29,"312,0"
ciclo 4,3,SC,SDS-3G27,2023-08-30,"104,0"
ciclo 4,3,SC,SDS-3G27,2023-08-31,"110,0"
ciclo 4,3,SC,SDS-3G27,2023-09-01,"281,0"
ciclo 4,3,SC,SDS-3G27,2023-09-02,"25,0"
ciclo 4,3,SC,SDS-3G27,2023-09-04,"25,0"
ciclo 4,3,SC,SDS-3G27,2023-09-05,"15,0"
ciclo 4,3,SP,FWP-6G22,2023-06-21,"10,0"
ciclo 4,3,SP,FWP-6G22,2023-06-26,"32,0"
ciclo 4,3,SP,FWP-6G22,2023-08-07,"14,0"
